"name","link","rank","draft_year","draft_rd","draft_pk","recruit_year","top","highSchool","coll","draft","rookie","success","highest"
"Marc Loving","https://www.sports-reference.com/cbb/players/marc-loving-1.html",66,,,,2013,1,1,0,,,,"college"
"Jimmie Taylor","https://www.sports-reference.com/cbb/players/jimmie-taylor-1.html",67,,,,2013,1,1,0,,,,"college"
"Detrick Mostella","https://www.sports-reference.com/cbb/players/detrick-mostella-1.html",68,,,,2013,1,1,0,,,,"college"
"Nick Emery","https://www.sports-reference.com/cbb/players/nick-emery-1.html",69,,,,2013,1,1,0,,,,"college"
"Malcolm Hill","https://www.sports-reference.com/cbb/players/malcolm-hill-1.html",70,,,,2013,1,1,0,,,,"college"
"Luke Fischer","https://www.sports-reference.com/cbb/players/luke-fischer-1.html",71,,,,2013,1,1,0,,,,"college"
"Stevie Clark","https://www.sports-reference.com/cbb/players/stevie-clark-1.html",72,,,,2013,1,1,0,,,,"college"
"Tim Quarterman","/players/q/quartti01.html",74,,,,2013,1,1,0,,,,"college"
"Reggie Cameron","https://www.sports-reference.com/cbb/players/reggie-cameron-1.html",75,,,,2013,1,1,0,,,,"college"
"Kam Williams","https://www.sports-reference.com/cbb/players/kam-williams-1.html",76,,,,2013,1,1,0,,,,"college"
"V.J. Beachem","/players/b/beachvj01.html",77,,,,2013,1,1,0,,,,"college"
"Kris Jenkins","https://www.sports-reference.com/cbb/players/kris-jenkins-1.html",78,,,,2013,1,1,0,,,,"college"
"Bronson Koenig","/players/k/koenibr01.html",79,,,,2013,1,1,0,,,,"college"
"Mamadou Ndiaye","https://www.sports-reference.com/cbb/players/mamadou-ndiaye-2.html",80,,,,2013,1,1,0,,,,"college"
"Markel Crawford","/players/c/crawfma01.html",81,,,,2013,1,1,0,,,,"college"
"Dominic Woodson","https://www.sports-reference.com/cbb/players/dominic-woodson-1.html",83,,,,2013,1,1,0,,,,"college"
"Bryson Scott","https://www.sports-reference.com/cbb/players/bryson-scott-1.html",84,,,,2013,1,1,0,,,,"college"
"Michael Young","/players/y/youngmi02.html",85,,,,2013,1,1,0,,,,"college"
"Aquille Carr","",85,,,,2013,1,0,,,,,"highSchool"
"Wes Clark","https://www.sports-reference.com/cbb/players/wes-clark-2.html",87,,,,2013,1,1,0,,,,"college"
"Akoy Agau","https://www.sports-reference.com/cbb/players/akoy-agau-1.html",88,,,,2013,1,1,0,,,,"college"
"Kentan Facey","https://www.sports-reference.com/cbb/players/kentan-facey-1.html",90,,,,2013,1,1,0,,,,"college"
"Zena Edosomwan","https://www.sports-reference.com/cbb/players/zena-edosomwan-1.html",91,,,,2013,1,1,0,,,,"college"
"Dakarai Allen","https://www.sports-reference.com/cbb/players/dakarai-allen-1.html",92,,,,2013,1,1,0,,,,"college"
"Nate Britt","https://www.sports-reference.com/cbb/players/nate-britt-1.html",93,,,,2013,1,1,0,,,,"college"
"Anthony January","",95,,,,2013,1,0,,,,,"highSchool"
"Marcus Allen","https://www.sports-reference.com/cbb/players/marcus-allen-2.html",96,,,,2013,1,1,0,,,,"college"
"Pookie Powell","https://www.sports-reference.com/cbb/players/rashawn-powell-1.html",97,,,,2013,1,1,0,,,,"college"
"Brandon Randolph","https://www.sports-reference.com/cbb/players/brandon-randolph-1.html",98,,,,2013,1,1,0,,,,"college"
"Kyle Washington","https://www.sports-reference.com/cbb/players/kyle-washington-2.html",99,,,,2013,1,1,0,,,,"college"
"Tre'Shaun Fletcher","https://www.sports-reference.com/cbb/players/treshaun-fletcher-1.html",100,,,,2013,1,1,0,,,,"college"
"Melvin Ely","/players/e/elyme01.html",,2002,,,,0,1,1,1,0,,"rookie"
"Horace Jenkins","/players/j/jenkiho01.html",,2004,,,,0,1,1,0,,,"draft"
"Eugene Jeter","/players/j/jetereu01.html",,2010,,,,0,1,1,0,,,"draft"
"Quincy Acy","/players/a/acyqu01.html",,2012,,,,0,1,1,0,,,"draft"
"Armon Johnson","/players/j/johnsar02.html",,2010,,,,0,1,1,0,,,"draft"
"Josh Akognon","/players/a/akognjo01.html",,2012,,,,0,1,1,0,,,"draft"
"Britton Johnsen","/players/j/johnsbr01.html",,2003,,,,0,1,1,0,,,"draft"
"Carldell Johnson","/players/j/johnsca01.html",,2011,,,,0,1,1,0,,,"draft"
"Tony Allen","/players/a/allento01.html",,2004,,,,0,1,1,1,1,2,"success"
"Chris Johnson","/players/j/johnsch03.html",,2010,,,,0,1,1,0,,,"draft"
"Morris Almond","/players/a/almonmo01.html",,2007,,,,0,1,1,0,,,"draft"
"Chris Johnson","/players/j/johnsch04.html",,2012,,,,0,1,1,0,,,"draft"
"Ryan Anderson","/players/a/anderry01.html",,2008,,,,0,1,1,1,1,2,"success"
"Darius Johnson-Odom","/players/j/johnsda03.html",,2012,,,,0,1,1,0,,,"draft"
"Robert Archibald","/players/a/archiro01.html",,2002,,,,0,1,1,0,,,"draft"
"Ivan Johnson","/players/j/johnsiv01.html",,2011,,,,0,1,1,0,,,"draft"
"Ken Johnson","/players/j/johnske03.html",,2001,,,,0,1,1,0,,,"draft"
"Maurice Baker","/players/b/bakerma01.html",,2004,,,,0,1,1,0,,,"draft"
"Linton Johnson","/players/j/johnsli01.html",,2003,,,,0,1,1,0,,,"draft"
"J.J. Barea","/players/b/bareajo01.html",,2006,,,,0,1,1,1,1,3,"success"
"Orlando Johnson","/players/j/johnsor01.html",,2012,,,,0,1,1,0,,,"draft"
"Maceo Baston","/players/b/bastoma01.html",,1998,,,,0,1,1,0,,,"draft"
"Trey Johnson","/players/j/johnstr01.html",,2008,,,,0,1,1,0,,,"draft"
"Kent Bazemore","/players/b/bazemke01.html",,2012,,,,0,1,1,1,1,3,"success"
"Tyler Johnson","/players/j/johnsty01.html",,2014,,,,0,1,1,1,1,2,"success"
"Troy Bell","/players/b/belltr01.html",,2003,,,,0,1,1,0,,,"draft"
"Wesley Johnson","/players/j/johnswe01.html",,2010,,,,0,1,1,1,1,3,"success"
"Jerrelle Benimon","/players/b/benimje01.html",,2014,,,,0,1,1,0,,,"draft"
"Dominique Jones","/players/j/jonesdo02.html",,2010,,,,0,1,1,0,,,"draft"
"Dwayne Jones","/players/j/jonesdw02.html",,2005,,,,0,1,1,0,,,"draft"
"James Jones","/players/j/jonesja02.html",,2003,,,,0,1,1,1,1,3,"success"
"Torraye Braggs","/players/b/braggto01.html",,1998,,,,0,1,1,0,,,"draft"
"Mark Jones","/players/j/jonesma03.html",,2004,,,,0,1,1,0,,,"draft"
"Bobby Brown","/players/b/brownbo02.html",,2008,,,,0,1,1,0,,,"draft"
"Solomon Jones","/players/j/jonesso01.html",,2006,,,,0,1,1,0,,,"draft"
"Derrick Brown","/players/b/brownde04.html",,2009,,,,0,1,1,1,0,,"rookie"
"Jerome Jordan","/players/j/jordaje01.html",,2010,,,,0,1,1,0,,,"draft"
"Chris Kaman","/players/k/kamanch01.html",,2003,,,,0,1,1,1,1,3,"success"
"Trey Burke","/players/b/burketr01.html",,2013,,,,0,1,1,1,1,4,"success"
"Antonio Burks","/players/b/burksan01.html",,2004,,,,0,1,1,0,,,"draft"
"Coby Karl","/players/k/karlco01.html",,2007,,,,0,1,1,0,,,"draft"
"Jimmy Butler","/players/b/butleji01.html",,2011,,,,0,1,1,1,1,1,"success"
"Sasha Kaun","/players/k/kaunsa01.html",,2008,,,,0,1,1,0,,,"draft"
"Isaiah Canaan","/players/c/canaais01.html",,2013,,,,0,1,1,0,,,"draft"
"D.J. Kennedy","/players/k/kennedj01.html",,2011,,,,0,1,1,0,,,"draft"
"Rodney Carney","/players/c/carnero01.html",,2006,,,,0,1,1,0,,,"draft"
"Sean Kilpatrick","/players/k/kilpase01.html",,2014,,,,0,1,1,1,0,,"rookie"
"Maurice Carter","/players/c/cartema01.html",,2003,,,,0,1,1,0,,,"draft"
"Tarence Kinsey","/players/k/kinseta01.html",,2006,,,,0,1,1,0,,,"draft"
"Lionel Chalmers","/players/c/chalmli01.html",,2004,,,,0,1,1,0,,,"draft"
"Brandin Knight","/players/k/knighbr02.html",,2004,,,,0,1,1,0,,,"draft"
"Dionte Christmas","/players/c/chrisdi01.html",,2013,,,,0,1,1,0,,,"draft"
"Ian Clark","/players/c/clarkia01.html",,2013,,,,0,1,1,0,,,"draft"
"Kyle Korver","/players/k/korveky01.html",,2003,,,,0,1,1,1,1,2,"success"
"Rob Kurz","/players/k/kurzro01.html",,2008,,,,0,1,1,0,,,"draft"
"Norris Cole","/players/c/coleno01.html",,2011,,,,0,1,1,1,1,4,"success"
"Oliver Lafayette","/players/l/lafayol01.html",,2009,,,,0,1,1,0,,,"draft"
"Sean Lampley","/players/l/lamplse01.html",,2001,,,,0,1,1,0,,,"draft"
"Carl Landry","/players/l/landrca01.html",,2007,,,,0,1,1,1,1,3,"success"
"Chris Copeland","/players/c/copelch01.html",,2012,,,,0,1,1,0,,,"draft"
"Marcus Landry","/players/l/landrma01.html",,2009,,,,0,1,1,0,,,"draft"
"Marcus Cousin","/players/c/cousima01.html",,2010,,,,0,1,1,0,,,"draft"
"Shane Larkin","/players/l/larkish01.html",,2013,,,,0,1,1,1,1,4,"success"
"Acie Law","/players/l/lawac01.html",,2007,,,,0,1,1,0,,,"draft"
"Jae Crowder","/players/c/crowdja01.html",,2012,,,,0,1,1,1,1,2,"success"
"Courtney Lee","/players/l/leeco01.html",,2008,,,,0,1,1,1,1,3,"success"
"Jared Cunningham","/players/c/cunnija01.html",,2012,,,,0,1,1,0,,,"draft"
"Stephen Curry","/players/c/curryst01.html",,2009,,,,0,1,1,1,1,1,"success"
"Troy Daniels","/players/d/danietr01.html",,2013,,,,0,1,1,0,,,"draft"
"Travis Leslie","/players/l/leslitr01.html",,2011,,,,0,1,1,0,,,"draft"
"Josh Davis","/players/d/davisjo02.html",,2003,,,,0,1,1,0,,,"draft"
"Eric Dawson","/players/d/dawsoer01.html",,2011,,,,0,1,1,0,,,"draft"
"Damian Lillard","/players/l/lillada01.html",,2012,,,,0,1,1,1,1,1,"success"
"Jeremy Lin","/players/l/linje01.html",,2010,,,,0,1,1,1,1,3,"success"
"Dan Dickau","/players/d/dickada01.html",,2002,,,,0,1,1,1,0,,"rookie"
"Spencer Dinwiddie","/players/d/dinwisp01.html",,2014,,,,0,1,1,1,0,,"rookie"
"John Lucas III","/players/l/lucasjo02.html",,2005,,,,0,1,1,0,,,"draft"
"Joey Dorsey","/players/d/dorsejo01.html",,2008,,,,0,1,1,0,,,"draft"
"Scott Machado","/players/m/machasc01.html",,2012,,,,0,1,1,0,,,"draft"
"Quincy Douby","/players/d/doubyqu01.html",,2006,,,,0,1,1,0,,,"draft"
"Shelvin Mack","/players/m/macksh01.html",,2011,,,,0,1,1,0,,,"draft"
"Jared Dudley","/players/d/dudleja01.html",,2007,,,,0,1,1,1,1,2,"success"
"Renaldo Major","/players/m/majorre01.html",,2006,,,,0,1,1,0,,,"draft"
"Cleanthony Early","/players/e/earlycl01.html",,2014,,,,0,1,1,0,,,"draft"
"Devyn Marble","/players/m/marblde01.html",,2014,,,,0,1,1,0,,,"draft"
"John Edwards","/players/e/edwarjo01.html",,2004,,,,0,1,1,0,,,"draft"
"Rawle Marshall","/players/m/marshra01.html",,2005,,,,0,1,1,0,,,"draft"
"Alex Acker","/players/a/ackeral01.html",,2005,,,,0,1,1,0,,,"draft"
"Kevin Martin","/players/m/martike02.html",,2004,,,,0,1,1,1,1,2,"success"
"Kim English","/players/e/engliki01.html",,2012,,,,0,1,1,0,,,"draft"
"Jeremy Evans","/players/e/evansje01.html",,2010,,,,0,1,1,0,,,"draft"
"Eric Maynor","/players/m/maynoer01.html",,2009,,,,0,1,1,0,,,"draft"
"Festus Ezeli","/players/e/ezelife01.html",,2012,,,,0,1,1,0,,,"draft"
"Luc Mbah a Moute","/players/m/mbahalu01.html",,2008,,,,0,1,1,1,1,3,"success"
"Nick Fazekas","/players/f/fazekni01.html",,2007,,,,0,1,1,0,,,"draft"
"Carrick Felix","/players/f/felixca01.html",,2013,,,,0,1,1,0,,,"draft"
"CJ McCollum","/players/m/mccolcj01.html",,2013,,,,0,1,1,1,1,2,"success"
"Desmond Ferguson","/players/f/fergude01.html",,2003,,,,0,1,1,0,,,"draft"
"Gerald Fitch","/players/f/fitchge01.html",,2005,,,,0,1,1,0,,,"draft"
"Jeff Foote","/players/f/footeje01.html",,2011,,,,0,1,1,0,,,"draft"
"K.J. McDaniels","/players/m/mcdankj01.html",,2014,,,,0,1,1,0,,,"draft"
"Sharrod Ford","/players/f/fordsh02.html",,2005,,,,0,1,1,0,,,"draft"
"Doug McDermott","/players/m/mcderdo01.html",,2014,,,,0,1,1,1,1,4,"success"
"Jamaal Franklin","/players/f/frankja01.html",,2013,,,,0,1,1,0,,,"draft"
"JaVale McGee","/players/m/mcgeeja01.html",,2008,,,,0,1,1,1,1,3,"success"
"Jimmer Fredette","/players/f/fredeji01.html",,2011,,,,0,1,1,0,,,"draft"
"Hiram Fuller","/players/f/fullehi01.html",,2003,,,,0,1,1,0,,,"draft"
"Dominic McGuire","/players/m/mcguido01.html",,2007,,,,0,1,1,1,0,,"rookie"
"Sundiata Gaines","/players/g/gainesu01.html",,2009,,,,0,1,1,0,,,"draft"
"Marc Gasol","/players/g/gasolma01.html",,2007,,,,0,1,1,1,1,1,"success"
"Keith McLeod","/players/m/mcleoke01.html",,2003,,,,0,1,1,0,,,"draft"
"Pops Mensah-Bonsu","/players/m/mensapo01.html",,2006,,,,0,1,1,0,,,"draft"
"Mickell Gladness","/players/g/gladnmi01.html",,2011,,,,0,1,1,0,,,"draft"
"Andrew Goudelock","/players/g/goudean01.html",,2011,,,,0,1,1,0,,,"draft"
"Elijah Millsap","/players/m/millsel01.html",,2014,,,,0,1,1,0,,,"draft"
"Stephen Graham","/players/g/grahast01.html",,2005,,,,0,1,1,0,,,"draft"
"Danny Granger","/players/g/grangda01.html",,2005,,,,0,1,1,1,1,1,"success"
"Aaron Gray","/players/g/grayaa01.html",,2007,,,,0,1,1,0,,,"draft"
"Eric Moreland","/players/m/moreler01.html",,2014,,,,0,1,1,0,,,"draft"
"Devin Green","/players/g/greende01.html",,2005,,,,0,1,1,0,,,"draft"
"Adam Morrison","/players/m/morriad01.html",,2006,,,,0,1,1,1,0,,"rookie"
"Jeff Green","/players/g/greenje02.html",,2007,,,,0,1,1,1,1,3,"success"
"Darius Morris","/players/m/morrida01.html",,2011,,,,0,1,1,0,,,"draft"
"Willie Green","/players/g/greenwi01.html",,2003,,,,0,1,1,1,1,4,"success"
"Taylor Griffin","/players/g/griffta01.html",,2009,,,,0,1,1,0,,,"draft"
"Jorge Gutierrez","/players/g/gutiejo01.html",,2013,,,,0,1,1,0,,,"draft"
"Mike Hall","/players/h/hallmi01.html",,2006,,,,0,1,1,0,,,"draft"
"Arnett Moultrie","/players/m/moultar01.html",,2012,,,,0,1,1,0,,,"draft"
"Ben Hansbrough","/players/h/hansbbe01.html",,2012,,,,0,1,1,0,,,"draft"
"Tim Hardaway","/players/h/hardati02.html",,2013,,,,0,1,1,1,1,3,"success"
"Kevin Murphy","/players/m/murphke01.html",,2012,,,,0,1,1,0,,,"draft"
"Josh Harrellson","/players/h/harrejo01.html",,2011,,,,0,1,1,0,,,"draft"
"Ronald Murray","/players/m/murraro01.html",,2002,,,,0,1,1,1,1,4,"success"
"Joe Harris","/players/h/harrijo01.html",,2014,,,,0,1,1,1,0,,"rookie"
"Toure' Murry","/players/m/murryto01.html",,2013,,,,0,1,1,0,,,"draft"
"Mike Harris","/players/h/harrimi01.html",,2007,,,,0,1,1,0,,,"draft"
"Mike Muscala","/players/m/muscami01.html",,2013,,,,0,1,1,0,,,"draft"
"Juaquin Hawkins","/players/h/hawkiju01.html",,2002,,,,0,1,1,0,,,"draft"
"Lazar Hayward","/players/h/haywala01.html",,2010,,,,0,1,1,0,,,"draft"
"Gary Neal","/players/n/nealga01.html",,2010,,,,0,1,1,1,0,,"rookie"
"Jameer Nelson","/players/n/nelsoja01.html",,2004,,,,0,1,1,1,1,3,"success"
"David Noel","/players/n/noelda01.html",,2006,,,,0,1,1,0,,,"draft"
"George Hill","/players/h/hillge01.html",,2008,,,,0,1,1,1,1,2,"success"
"James Nunnally","/players/n/nunnaja01.html",,2013,,,,0,1,1,0,,,"draft"
"Jordan Hill","/players/h/hilljo01.html",,2009,,,,0,1,1,1,1,4,"success"
"Randy Holcomb","/players/h/holcora01.html",,2002,,,,0,1,1,0,,,"draft"
"Patrick O'Bryant","/players/o/obryapa01.html",,2006,,,,0,1,1,0,,,"draft"
"Victor Oladipo","/players/o/oladivi01.html",,2013,,,,0,1,1,1,1,2,"success"
"Josh Howard","/players/h/howarjo01.html",,2003,,,,0,1,1,1,1,2,"success"
"Josh Huestis","/players/h/huestjo01.html",,2014,,,,0,1,1,0,,,"draft"
"Arinze Onuaku","/players/o/onuakar01.html",,2013,,,,0,1,1,0,,,"draft"
"Ryan Humphrey","/players/h/humphry01.html",,2002,,,,0,1,1,0,,,"draft"
"Kyle O'Quinn","/players/o/oquinky01.html",,2012,,,,0,1,1,0,,,"draft"
"Chris Hunter","/players/h/huntech01.html",,2009,,,,0,1,1,0,,,"draft"
"Andre Owens","/players/o/owensan01.html",,2005,,,,0,1,1,0,,,"draft"
"Chris Owens","/players/o/owensch01.html",,2002,,,,0,1,1,0,,,"draft"
"Larry Owens","/players/o/owensla01.html",,2010,,,,0,1,1,0,,,"draft"
"Cedric Jackson","/players/j/jacksce01.html",,2009,,,,0,1,1,0,,,"draft"
"Jannero Pargo","/players/p/pargoja01.html",,2002,,,,0,1,1,1,0,,"rookie"
"Pierre Jackson","/players/j/jackspi01.html",,2013,,,,0,1,1,0,,,"draft"
"Smush Parker","/players/p/parkesm01.html",,2002,,,,0,1,1,1,1,2,"success"
"Bernard James","/players/j/jamesbe01.html",,2012,,,,0,1,1,0,,,"draft"
"Lamar Patterson","/players/p/pattela01.html",,2014,,,,0,1,1,0,,,"draft"
"Sarunas Jasikevicius","/players/j/jasiksa01.html",,2005,,,,0,1,1,1,0,,"rookie"
"Othyus Jeffers","/players/j/jeffeot01.html",,2009,,,,0,1,1,0,,,"draft"
"Elfrid Payton","/players/p/paytoel01.html",,2014,,,,0,1,1,1,1,3,"success"
"Blake Ahearn","/players/a/ahearbl01.html",,2007,,,,0,1,1,0,,,"draft"
"Lavoy Allen","/players/a/allenla01.html",,2011,,,,0,1,1,1,1,4,"success"
"Jeff Ayres","/players/p/pendeje02.html",,2009,,,,0,1,1,0,,,"draft"
"Lou Amundson","/players/a/amundlo01.html",,2006,,,,0,1,1,0,,,"draft"
"Desmond Penigar","/players/p/penigde01.html",,2003,,,,0,1,1,0,,,"draft"
"Hilton Armstrong","/players/a/armsthi01.html",,2006,,,,0,1,1,0,,,"draft"
"Earl Barron","/players/b/barroea01.html",,2005,,,,0,1,1,0,,,"draft"
"Kevinn Pinkney","/players/p/pinknke01.html",,2006,,,,0,1,1,0,,,"draft"
"Jerome Beasley","/players/b/beaslje01.html",,2003,,,,0,1,1,0,,,"draft"
"Kasib Powell","/players/p/powelka01.html",,2007,,,,0,1,1,0,,,"draft"
"Keith Benson","/players/b/bensoke02.html",,2011,,,,0,1,1,0,,,"draft"
"Ronnie Price","/players/p/pricero01.html",,2005,,,,0,1,1,0,,,"draft"
"Trevor Booker","/players/b/booketr01.html",,2010,,,,0,1,1,1,1,3,"success"
"MarShon Brooks","/players/b/brookma01.html",,2011,,,,0,1,1,1,0,,"rookie"
"Markel Brown","/players/b/brownma02.html",,2014,,,,0,1,1,0,,,"draft"
"Andy Rautins","/players/r/rautian01.html",,2010,,,,0,1,1,0,,,"draft"
"Alec Burks","/players/b/burksal01.html",,2011,,,,0,1,1,1,0,,"rookie"
"Dwight Buycks","/players/b/buyckdw01.html",,2013,,,,0,1,1,0,,,"draft"
"DeMarre Carroll","/players/c/carrode01.html",,2009,,,,0,1,1,1,1,2,"success"
"Ryan Reid","/players/r/reidry01.html",,2010,,,,0,1,1,0,,,"draft"
"Will Cherry","/players/c/cherrwi01.html",,2014,,,,0,1,1,0,,,"draft"
"Jeremy Richardson","/players/r/richaje01.html",,2006,,,,0,1,1,0,,,"draft"
"Jordan Clarkson","/players/c/clarkjo01.html",,2014,,,,0,1,1,1,1,4,"success"
"Andre Roberson","/players/r/roberan03.html",,2013,,,,0,1,1,1,1,2,"success"
"Will Conroy","/players/c/conrowi01.html",,2006,,,,0,1,1,0,,,"draft"
"Brian Roberts","/players/r/roberbr01.html",,2012,,,,0,1,1,1,0,,"rookie"
"Bryce Cotton","/players/c/cottobr01.html",,2014,,,,0,1,1,0,,,"draft"
"Nate Robinson","/players/r/robinna01.html",,2005,,,,0,1,1,1,1,2,"success"
"Jordan Crawford","/players/c/crawfjo02.html",,2010,,,,0,1,1,1,1,4,"success"
"Quinton Ross","/players/r/rossqu01.html",,2004,,,,0,1,1,1,1,4,"success"
"Seth Curry","/players/c/curryse01.html",,2013,,,,0,1,1,0,,,"draft"
"Walker Russell","/players/r/russewa02.html",,2011,,,,0,1,1,0,,,"draft"
"Brandon Davies","/players/d/daviebr01.html",,2013,,,,0,1,1,0,,,"draft"
"Larry Sanders","/players/s/sandela01.html",,2010,,,,0,1,1,1,0,,"rookie"
"Dewayne Dedmon","/players/d/dedmode01.html",,2013,,,,0,1,1,0,,,"draft"
"Melvin Sanders","/players/s/sandeme01.html",,2005,,,,0,1,1,0,,,"draft"
"Kaniel Dickens","/players/d/dickeka01.html",,2000,,,,0,1,1,0,,,"draft"
"Alex Scales","/players/s/scaleal01.html",,2005,,,,0,1,1,0,,,"draft"
"Mike Scott","/players/s/scottmi01.html",,2012,,,,0,1,1,0,,,"draft"
"Andre Drummond","/players/d/drumman01.html",,2012,,,,0,1,1,1,1,2,"success"
"Ramon Sessions","/players/s/sessira01.html",,2007,,,,0,1,1,1,1,3,"success"
"Corsley Edwards","/players/e/edwarco01.html",,2002,,,,0,1,1,0,,,"draft"
"Paul Shirley","/players/s/shirlpa01.html",,2002,,,,0,1,1,0,,,"draft"
"Andre Emmett","/players/e/emmetan01.html",,2004,,,,0,1,1,0,,,"draft"
"Reggie Evans","/players/e/evansre01.html",,2002,,,,0,1,1,1,1,3,"success"
"Xavier Silas","/players/s/silasxa01.html",,2011,,,,0,1,1,0,,,"draft"
"Garret Siler","/players/s/silerga01.html",,2010,,,,0,1,1,0,,,"draft"
"Landry Fields","/players/f/fieldla01.html",,2010,,,,0,1,1,1,1,2,"success"
"James Singleton","/players/s/singlja01.html",,2005,,,,0,1,1,0,,,"draft"
"Tim Frazier","/players/f/fraziti01.html",,2014,,,,0,1,1,1,0,,"rookie"
"Tamar Slay","/players/s/slayta01.html",,2002,,,,0,1,1,0,,,"draft"
"Deng Gai","/players/g/gaide01.html",,2005,,,,0,1,1,0,,,"draft"
"Chris Smith","/players/s/smithch05.html",,2013,,,,0,1,1,0,,,"draft"
"Diante Garrett","/players/g/garredi02.html",,2012,,,,0,1,1,0,,,"draft"
"Craig Smith","/players/s/smithcr01.html",,2006,,,,0,1,1,1,1,4,"success"
"Trey Gilder","/players/g/gildetr01.html",,2009,,,,0,1,1,0,,,"draft"
"Donta Smith","/players/s/smithdo04.html",,2004,,,,0,1,1,0,,,"draft"
"Joey Graham","/players/g/grahajo01.html",,2005,,,,0,1,1,1,1,4,"success"
"Greg Smith","/players/s/smithgr02.html",,2011,,,,0,1,1,0,,,"draft"
"Ish Smith","/players/s/smithis01.html",,2010,,,,0,1,1,1,1,3,"success"
"Erick Green","/players/g/greener01.html",,2013,,,,0,1,1,0,,,"draft"
"Jason Smith","/players/s/smithja02.html",,2007,,,,0,1,1,1,0,,"rookie"
"Lynn Greer","/players/g/greerly01.html",,2006,,,,0,1,1,0,,,"draft"
"Russ Smith","/players/s/smithru01.html",,2014,,,,0,1,1,0,,,"draft"
"Marcus Haislip","/players/h/haislma01.html",,2002,,,,0,1,1,0,,,"draft"
"Steven Smith","/players/s/smithst03.html",,2006,,,,0,1,1,0,,,"draft"
"Travis Hansen","/players/h/hansetr01.html",,2003,,,,0,1,1,0,,,"draft"
"Theron Smith","/players/s/smithth01.html",,2003,,,,0,1,1,0,,,"draft"
"Devin Harris","/players/h/harride01.html",,2004,,,,0,1,1,1,1,2,"success"
"Tony Snell","/players/s/snellto01.html",,2013,,,,0,1,1,1,1,3,"success"
"Kirk Snyder","/players/s/snydeki01.html",,2004,,,,0,1,1,0,,,"draft"
"Gordon Hayward","/players/h/haywago01.html",,2010,,,,0,1,1,1,1,1,"success"
"James Southerland","/players/s/southja01.html",,2013,,,,0,1,1,0,,,"draft"
"Roy Hibbert","/players/h/hibbero01.html",,2008,,,,0,1,1,1,1,2,"success"
"D.J. Stephens","/players/s/stephdj01.html",,2013,,,,0,1,1,0,,,"draft"
"David Stockton","/players/s/stockda01.html",,2014,,,,0,1,1,0,,,"draft"
"Justin Holiday","/players/h/holidju01.html",,2012,,,,0,1,1,0,,,"draft"
"Jarnell Stokes","/players/s/stokeja01.html",,2014,,,,0,1,1,0,,,"draft"
"Dennis Horner","/players/h/hornede01.html",,2011,,,,0,1,1,0,,,"draft"
"Julyan Stone","/players/s/stoneju01.html",,2011,,,,0,1,1,0,,,"draft"
"Nate Huffman","/players/h/huffmna01.html",,2002,,,,0,1,1,0,,,"draft"
"Awvee Storey","/players/s/storeaw01.html",,2004,,,,0,1,1,0,,,"draft"
"Othello Hunter","/players/h/hunteot01.html",,2008,,,,0,1,1,0,,,"draft"
"D.J. Strawberry","/players/s/strawdj01.html",,2007,,,,0,1,1,0,,,"draft"
"Royal Ivey","/players/i/iveyro01.html",,2004,,,,0,1,1,0,,,"draft"
"Rodney Stuckey","/players/s/stuckro01.html",,2007,,,,0,1,1,1,1,3,"success"
"Luke Jackson","/players/j/jackslu02.html",,2004,,,,0,1,1,0,,,"draft"
"Donell Taylor","/players/t/taylodo01.html",,2005,,,,0,1,1,0,,,"draft"
"Charles Jenkins","/players/j/jenkich01.html",,2011,,,,0,1,1,0,,,"draft"
"Lance Allred","/players/a/allrela01.html",,2007,,,,0,1,1,0,,,"draft"
"Jermaine Taylor","/players/t/tayloje02.html",,2009,,,,0,1,1,0,,,"draft"
"Chris Babb","/players/b/babbch01.html",,2013,,,,0,1,1,0,,,"draft"
"Mike Taylor","/players/t/taylomi01.html",,2008,,,,0,1,1,0,,,"draft"
"Mike Batiste","/players/b/batismi01.html",,2002,,,,0,1,1,0,,,"draft"
"Garrett Temple","/players/t/templga01.html",,2009,,,,0,1,1,0,,,"draft"
"Sim Bhullar","/players/b/bhullsi01.html",,2014,,,,0,1,1,0,,,"draft"
"Billy Thomas","/players/t/thomabi01.html",,2004,,,,0,1,1,0,,,"draft"
"Devin Brown","/players/b/brownde02.html",,2002,,,,0,1,1,1,1,3,"success"
"Isaiah Thomas","/players/t/thomais02.html",,2011,,,,0,1,1,1,1,2,"success"
"Kevin Burleson","/players/b/burleke01.html",,2005,,,,0,1,1,0,,,"draft"
"Malcolm Thomas","/players/t/thomama01.html",,2011,,,,0,1,1,0,,,"draft"
"Tyrus Thomas","/players/t/thomaty01.html",,2006,,,,0,1,1,1,0,,"rookie"
"Jason Thompson","/players/t/thompja02.html",,2008,,,,0,1,1,1,1,4,"success"
"Jack Cooley","/players/c/cooleja01.html",,2014,,,,0,1,1,0,,,"draft"
"Mychel Thompson","/players/t/thompmy02.html",,2011,,,,0,1,1,0,,,"draft"
"Dante Cunningham","/players/c/cunnida01.html",,2009,,,,0,1,1,1,1,3,"success"
"Al Thornton","/players/t/thornal01.html",,2007,,,,0,1,1,1,1,4,"success"
"Andre Dawkins","/players/d/dawkian01.html",,2014,,,,0,1,1,0,,,"draft"
"Marcus Thornton","/players/t/thornma01.html",,2009,,,,0,1,1,1,1,3,"success"
