"name","college","rank","draft_year","draft_rd","draft_pk","recruit_year","nba_mean_vorp","top","highSchool","coll","draft","rookie","allstar","bad","good","great","highest"
"Kyle Lowry","Villanova University",29,2006,1,24,2004,3.3,1,1,1,1,1,,,,1,"great"
"Robert Vaden","University of Alabama at Birmingham",30,2009,,,2004,,1,1,1,0,,,,,,"draft"
"Russell Robinson","University of Kansas",31,,,,2004,,1,1,0,,,,,,,"college"
"Roy Bright","Delaware State University",32,,,,2004,,1,1,0,,,,,,,"college"
"Gabe Pruitt","University of Southern California",33,2007,2,32,2004,,1,1,1,1,1,,,,,"other"
"Shawne Williams","University of Memphis",34,2006,1,17,2004,,1,1,1,1,1,,,,,"other"
"Cedric Simmons","North Carolina State University",34,2006,1,15,2004,,1,1,1,1,1,,,,,"other"
"Josh Wright","Syracuse University",36,,,,2004,,1,1,0,,,,,,,"college"
"Greg Stiemsma","University of Wisconsin",37,,,,2004,,1,1,0,,,,,,,"college"
"Ronald Steele","University of Alabama",38,,,,2004,,1,1,0,,,,,,,"college"
"Bryce Taylor","University of Oregon",39,,,,2004,,1,1,0,,,,,,,"college"
"Brian Johnson","Mississippi State University",40,,,,2004,,1,1,0,,,,,,,"college"
"Isaiah Swann","Florida State University",40,,,,2004,,1,1,0,,,,,,,"college"
"Dorell Wright","",40,2004,1,19,2004,1.73,1,1,2,1,1,,,1,,"good"
"Sasha Kaun","University of Kansas",43,2008,,,2004,,1,1,1,0,,,,,,"draft"
"Steven Hill","University of Arkansas",44,,,,2004,,1,1,0,,,,,,,"college"
"Jason Horton","University of Missouri",45,,,,2004,,1,1,0,,,,,,,"college"
"Sean Singletary","University of Virginia",46,2008,2,42,2004,,1,1,1,1,0,,,,,"rookie"
"Al Horford","University of Florida",47,2007,1,3,2004,3.24,1,1,1,1,1,,,,1,"great"
"Marshall Brown","University of Missouri",47,,,,2004,,1,1,0,,,,,,,"college"
"James Gist","University of Maryland",49,2008,,,2004,,1,1,1,0,,,,,,"draft"
"Dion Dowell","University of Houston",49,,,,2004,,1,1,0,,,,,,,"college"
"Justin Cerasoli","Loyola University of Chicago",51,,,,2004,,1,1,0,,,,,,,"college"
"Ra'Sean Dickey","Georgia Institute of Technology",51,,,,2004,,1,1,0,,,,,,,"college"
"JamesOn Curry","Oklahoma State University",53,2007,2,51,2004,,1,1,1,1,0,,,,,"rookie"
"Drew Neitzel","Michigan State University",54,,,,2004,,1,1,0,,,,,,,"college"
"Quentin Thomas","University of North Carolina",55,,,,2004,,1,1,0,,,,,,,"college"
"Churchill Odia","University of Oregon",56,,,,2004,,1,1,0,,,,,,,"college"
"Josh Shipp","University of California, Los Angeles",57,,,,2004,,1,1,0,,,,,,,"college"
"Charles Rhodes","Mississippi State University",58,,,,2004,,1,1,0,,,,,,,"college"
"Charles Thomas","University of Arkansas",59,,,,2004,,1,1,0,,,,,,,"college"
"Andrew Brackman","North Carolina State University",60,,,,2004,,1,1,0,,,,,,,"college"
"Marquie Cooke","Virginia Polytechnic Institute and State University",61,,,,2004,,1,1,0,,,,,,,"college"
"Shan Foster","Vanderbilt University",62,2008,,,2004,,1,1,1,0,,,,,,"draft"
"Kalen Grimes","University of Missouri",63,,,,2004,,1,1,0,,,,,,,"college"
"Andray Blatche","",64,2005,2,49,2004,1,1,1,1,1,1,,,1,,"good"
"Dayshawn Wright","Syracuse University",65,,,,2004,,1,1,0,,,,,,,"college"
"Mohamed Tangara","University of Arizona",66,,,,2004,,1,1,0,,,,,,,"college"
"Alex Galindo","Florida International University",67,,,,2004,,1,1,0,,,,,,,"college"
"Darnell Jackson","University of Kansas",68,2008,2,52,2004,,1,1,1,1,1,,,,,"other"
"C.J. Giles","Oregon State University",69,,,,2004,,1,1,0,,,,,,,"college"
"Jamar Butler","Ohio State University",70,,,,2004,,1,1,0,,,,,,,"college"
"David McClure","Duke University",71,,,,2004,,1,1,0,,,,,,,"college"
"Joakim Noah","University of Florida",72,2007,1,9,2004,3.26,1,1,1,1,1,,,,1,"great"
"Lee Cummard","Brigham Young University",73,,,,2004,,1,1,0,,,,,,,"college"
"Josh Heytvelt","Gonzaga University",74,,,,2004,,1,1,0,,,,,,,"college"
"Jeremis Smith","Georgia Institute of Technology",74,,,,2004,,1,1,0,,,,,,,"college"
"A.J. Ratliff","Indiana University",76,,,,2004,,1,1,0,,,,,,,"college"
"Shaun Pruitt","University of Illinois at Urbana-Champaign",77,,,,2004,,1,1,0,,,,,,,"college"
"Gavin Grant","North Carolina State University",78,,,,2004,,1,1,0,,,,,,,"college"
"Albert Weber","University of Alabama",79,,,,2004,,1,1,0,,,,,,,"college"
"Keith Benjamin","University of Pittsburgh",81,,,,2004,,1,1,0,,,,,,,"college"
"DeSean White","Providence College",82,,,,2004,,1,1,0,,,,,,,"college"
"Ron Coleman","University of Michigan",83,,,,2004,,1,1,0,,,,,,,"college"
"Walter Sharpe","University of Alabama at Birmingham",84,2008,2,32,2004,,1,1,1,1,0,,,,,"rookie"
"Zam Fredrick","University of South Carolina",85,,,,2004,,1,1,0,,,,,,,"college"
"Devon Hardin","University of California",86,,,,2004,,1,1,0,,,,,,,"college"
"Maarty Leunen","University of Oregon",87,2008,,,2004,,1,1,1,0,,,,,,"draft"
"David Pendergraft","Gonzaga University",88,,,,2004,,1,1,0,,,,,,,"college"
"Nick Young","University of Southern California",89,2007,1,16,2004,-0.38,1,1,1,1,1,,,1,,"good"
"Lorrenzo Wade","San Diego State University",89,,,,2004,,1,1,0,,,,,,,"college"
"DeAaron Williams","University of Wisconsin",91,,,,2004,,1,1,0,,,,,,,"college"
"Anthony Morrow","Georgia Institute of Technology",91,,,,2004,0.46,1,1,0,,,,,,,"college"
"James Hardy","Indiana University",93,,,,2004,,1,1,0,,,,,,,"college"
"Rahshon Clark","Iowa State University",94,,,,2004,,1,1,0,,,,,,,"college"
"Brian Laing","Seton Hall University",95,,,,2004,,1,1,0,,,,,,,"college"
"Sam Perry","Clemson University",96,,,,2004,,1,1,0,,,,,,,"college"
"Longar Longar","University of Oklahoma",97,,,,2004,,1,1,0,,,,,,,"college"
"Alex Thompson","Iowa State University",99,,,,2004,,1,1,0,,,,,,,"college"
"Channing Toney","University of Alabama at Birmingham",100,,,,2004,,1,1,0,,,,,,,"college"
"Toney Douglas","Florida State University",100,2009,1,29,2004,1.4,1,1,1,1,1,,,1,,"good"
"Jackie Butler","",100,,,,2004,,1,0,,,,,,,,"highSchool"
"Josh McRoberts","Duke University",1,2007,2,37,2005,2.45,1,1,1,1,1,,,,1,"great"
"Monta Ellis","",2,2005,2,40,2005,1.29,1,1,2,1,1,,,1,,"good"
"Martell Webster","",3,2005,1,6,2005,0.92,1,1,2,1,1,,,1,,"good"
"Tyler Hansbrough","University of North Carolina",4,2009,1,13,2005,-0.4,1,1,1,1,1,,,1,,"good"
"Louis Williams","",5,2005,2,45,2005,1.28,1,1,2,1,1,,,1,,"good"
"Julian Wright","University of Kansas",6,2007,1,13,2005,,1,1,1,1,1,,,,,"other"
"Richard Hendrix","University of Alabama",7,2008,,,2005,,1,1,1,0,,,,,,"draft"
"Tasmin Mitchell","Louisiana State University",8,,,,2005,,1,1,0,,,,,,,"college"
"Mario Chalmers","University of Kansas",8,2008,2,34,2005,1.24,1,1,1,1,1,,,1,,"good"
"Andrew Bynum","",10,2005,1,10,2005,1.6,1,1,2,1,1,,,1,,"good"
"Keith Brumbaugh","",11,,,,2005,,1,0,,,,,,,,"highSchool"
"C.J. Miles","",12,2005,2,34,2005,0.52,1,1,2,1,1,,,1,,"good"
"Greg Paulus","Duke University",13,,,,2005,,1,1,0,,,,,,,"college"
"Amir Johnson","",14,2005,2,56,2005,2.23,1,1,2,1,1,,,,1,"great"
"Danny Green","University of North Carolina",15,2009,2,46,2005,2.44,1,1,1,1,1,,,,1,"great"
"Gerald Green","",16,2005,1,18,2005,0.3,1,1,2,1,1,,,1,,"good"
"Jon Brockman","University of Washington",17,2009,2,38,2005,,1,1,1,1,1,,,,,"other"
"Andray Blatche","",18,2005,2,49,2005,1,1,1,2,1,1,,,1,,"good"
"Brandon Costner","North Carolina State University",19,,,,2005,,1,1,0,,,,,,,"college"
"Byron Eaton","Oklahoma State University",20,,,,2005,,1,1,0,,,,,,,"college"
"Micah Downs","Gonzaga University",21,,,,2005,,1,1,0,,,,,,,"college"
"Eric Devendorf","Syracuse University",22,,,,2005,,1,1,0,,,,,,,"college"
"Brandon Rush","University of Kansas",23,2008,1,13,2005,0.32,1,1,1,1,1,,,1,,"good"
"Korvotney Barber","Auburn University",24,,,,2005,,1,1,0,,,,,,,"college"
"Lewis Clinch","Georgia Institute of Technology",25,,,,2005,,1,1,0,,,,,,,"college"
"Jamont Gordon","Mississippi State University",26,,,,2005,,1,1,0,,,,,,,"college"
"Shawne Williams","University of Memphis",27,2006,1,17,2005,,1,1,1,1,1,,,,,"other"
"Joe Krabbenhoft","University of Wisconsin",28,,,,2005,,1,1,0,,,,,,,"college"
"Marcus Ginyard","University of North Carolina",29,,,,2005,,1,1,0,,,,,,,"college"
"Marcus Williams","University of Arizona",30,2007,2,33,2005,,1,1,1,1,1,,,,,"other"
"Bobby Frasor","University of North Carolina",31,,,,2005,,1,1,0,,,,,,,"college"
"J.P. Prince","University of Tennessee",32,,,,2005,,1,1,0,,,,,,,"college"
"Magnum Rolle","Louisiana Tech University",33,2010,,,2005,,1,1,1,0,,,,,,"draft"
"Luke Zeller","University of Notre Dame",34,,,,2005,,1,1,0,,,,,,,"college"
"Courtney Fells","North Carolina State University",35,,,,2005,,1,1,0,,,,,,,"college"
"Dominic James","Marquette University",36,,,,2005,,1,1,0,,,,,,,"college"
"Theo Davis","",36,,,,2005,,1,0,,,,,,,,"highSchool"
"Mike Mercer","University of South Florida",38,,,,2005,,1,1,0,,,,,,,"college"
"Eric Boateng","Arizona State University",39,,,,2005,,1,1,0,,,,,,,"college"
"Fendi Onobun","University of Arizona",39,,,,2005,,1,1,0,,,,,,,"college"
"Chris Douglas-Roberts","University of Memphis",41,2008,2,40,2005,-0.9,1,1,1,1,1,,1,,,"bad"
"Uche Echefu","Florida State University",42,,,,2005,,1,1,0,,,,,,,"college"
"Tiki Mayben","University of Massachusetts Amherst",43,,,,2005,,1,1,0,,,,,,,"college"
"Terrence Williams","University of Louisville",44,2009,1,11,2005,-0.8,1,1,1,1,1,,1,,,"bad"
"Roderick Flemings","University of Hawaii",45,,,,2005,,1,1,0,,,,,,,"college"
"Ryan Wright","University of Oklahoma",46,,,,2005,,1,1,0,,,,,,,"college"
"Tyler Smith","University of Tennessee",47,,,,2005,,1,1,0,,,,,,,"college"
"Vernon Goodridge","La Salle University",48,,,,2005,,1,1,0,,,,,,,"college"
"Davon Jefferson","University of Southern California",49,,,,2005,,1,1,0,,,,,,,"college"
"Devan Downey","University of South Carolina",50,,,,2005,,1,1,0,,,,,,,"college"
"Marcus Johnson","University of Southern California",51,,,,2005,,1,1,0,,,,,,,"college"
"Alonzo Gee","University of Alabama",52,,,,2005,,1,1,0,,,,,,,"college"
"Martynas Pocius","Duke University",53,,,,2005,,1,1,0,,,,,,,"college"
"Jeff Adrien","University of Connecticut",53,,,,2005,,1,1,0,,,,,,,"college"
"Kevin Rogers","Baylor University",55,,,,2005,,1,1,0,,,,,,,"college"
"Wilson Chandler","DePaul University",56,2007,1,23,2005,0.77,1,1,1,1,1,,,1,,"good"
"Jerel McNeal","Marquette University",57,,,,2005,,1,1,0,,,,,,,"college"
"Sam Young","University of Pittsburgh",58,2009,2,36,2005,0.3,1,1,1,1,1,,,1,,"good"
"Shawn Taggart","University of Memphis",58,,,,2005,,1,1,0,,,,,,,"college"
"Jamal Boykin","University of California",60,,,,2005,,1,1,0,,,,,,,"college"
"Wesley Matthews","Marquette University",61,,,,2005,1.89,1,1,0,,,,,,,"college"
"Bryan Harvey","California State University, Fresno",62,,,,2005,,1,1,0,,,,,,,"college"
"Derwin Kitchen","Florida State University",63,,,,2005,,1,1,0,,,,,,,"college"
"Reginald Delk","University of Louisville",64,,,,2005,,1,1,0,,,,,,,"college"
"Wink Adams","University of Nevada, Las Vegas",65,,,,2005,,1,1,0,,,,,,,"college"
"Terrel Harris","Oklahoma State University",66,,,,2005,,1,1,0,,,,,,,"college"
"Antonio Anderson","University of Memphis",66,,,,2005,,1,1,0,,,,,,,"college"
"Leo Lyons","University of Missouri",66,,,,2005,,1,1,0,,,,,,,"college"
"Dior Lowhorn","University of San Francisco",69,,,,2005,,1,1,0,,,,,,,"college"
"Brian Asbury","University of Miami",70,,,,2005,,1,1,0,,,,,,,"college"
"Tyrell Biggs","University of Pittsburgh",71,,,,2005,,1,1,0,,,,,,,"college"
"Tyree Evans","Kent State University",72,,,,2005,,1,1,0,,,,,,,"college"
"David Weaver","Wake Forest University",73,,,,2005,,1,1,0,,,,,,,"college"
"Ricky Sanchez","",73,2005,,,2005,,1,1,2,0,,,,,,"draft"
"Danny Williams","",75,,,,2005,,1,0,,,,,,,,"highSchool"
"Andre McGee","University of Louisville",76,,,,2005,,1,1,0,,,,,,,"college"
"Kevin Swinton","Wake Forest University",76,,,,2005,,1,1,0,,,,,,,"college"
"Rashad Woods","Kent State University",78,,,,2005,,1,1,0,,,,,,,"college"
"Alade Aminu","Georgia Institute of Technology",79,,,,2005,,1,1,0,,,,,,,"college"
"Casaan Breeden","College of Charleston",80,,,,2005,,1,1,0,,,,,,,"college"
"Alfred Aboya","University of California, Los Angeles",81,,,,2005,,1,1,0,,,,,,,"college"
"Martellus Bennett","Texas A&M University",81,,,,2005,,1,1,0,,,,,,,"college"
"A.J. Abrams","University of Texas at Austin",83,,,,2005,,1,1,0,,,,,,,"college"
"Jeremy Pargo","Gonzaga University",84,,,,2005,,1,1,0,,,,,,,"college"
"Cyrus McGowan","University of Miami",84,,,,2005,,1,1,0,,,,,,,"college"
"Gary Flowers","University of Southern Mississippi",86,,,,2005,,1,1,0,,,,,,,"college"
"JR Inman","Rutgers University",87,,,,2005,,1,1,0,,,,,,,"college"
"Nate Minnoy","Central Michigan University",87,,,,2005,,1,1,0,,,,,,,"college"
"K.C. Rivers","Clemson University",89,,,,2005,,1,1,0,,,,,,,"college"
"Terry Martin","Louisiana State University",90,,,,2005,,1,1,0,,,,,,,"college"
"Kenneth Cooper","Louisiana Tech University",91,,,,2005,,1,1,0,,,,,,,"college"
"Lawrence Hill","Stanford University",92,,,,2005,,1,1,0,,,,,,,"college"
"Adrian Thomas","University of Miami",93,,,,2005,,1,1,0,,,,,,,"college"
"Levance Fields","University of Pittsburgh",93,,,,2005,,1,1,0,,,,,,,"college"
"Denis Clemente","Kansas State University",95,,,,2005,,1,1,0,,,,,,,"college"
"Austin Johnson","University of Oklahoma",96,,,,2005,,1,1,0,,,,,,,"college"
"Ryan Ayers","University of Notre Dame",97,,,,2005,,1,1,0,,,,,,,"college"
"Darren Collison","University of California, Los Angeles",98,2009,1,21,2005,1.04,1,1,1,1,1,,,1,,"good"
"Kendric Price","University of Michigan",99,,,,2005,,1,1,0,,,,,,,"college"
"Jared Carter","University of Kentucky",99,,,,2005,,1,1,0,,,,,,,"college"
"Greg Oden","Ohio State University",1,2007,1,1,2006,,1,1,1,1,1,,,,,"other"
"Kevin Durant","University of Texas at Austin",2,2007,1,2,2006,4.95,1,1,1,1,1,1,,,,"allstar"
"Brandan Wright","University of North Carolina",3,2007,1,8,2006,,1,1,1,1,1,,,,,"other"
"Spencer Hawes","University of Washington",4,2007,1,10,2006,0.74,1,1,1,1,1,,,1,,"good"
"Ty Lawson","University of North Carolina",5,2009,1,18,2006,1.87,1,1,1,1,1,,,1,,"good"
"Thaddeus Young","Georgia Institute of Technology",6,2007,1,12,2006,1.45,1,1,1,1,1,,,1,,"good"
"Chase Budinger","University of Arizona",7,2009,2,44,2006,0.6,1,1,1,1,1,,,1,,"good"
"Wayne Ellington","University of North Carolina",8,2009,1,28,2006,0.22,1,1,1,1,1,,,1,,"good"
"Brook Lopez","Stanford University",9,2008,1,10,2006,1.74,1,1,1,1,1,,,1,,"good"
"Gerald Henderson","Duke University",10,2009,1,12,2006,-0.03,1,1,1,1,1,,,1,,"good"
"Darrell Arthur","University of Kansas",11,2008,1,27,2006,0.45,1,1,1,1,1,,,1,,"good"
"Javaris Crittenton","Georgia Institute of Technology",12,2007,1,19,2006,,1,1,1,1,1,,,,,"other"
"Daequan Cook","Ohio State University",13,2007,1,21,2006,-0.5,1,1,1,1,1,,,1,,"good"
"Sherron Collins","University of Kansas",14,,,,2006,,1,1,0,,,,,,,"college"
"Damion James","University of Texas at Austin",15,2010,1,24,2006,,1,1,1,1,1,,,,,"other"
"Vernon Macklin","University of Florida",16,2011,2,52,2006,,1,1,1,1,0,,,,,"rookie"
"Derrick Caracter","University of Texas at El Paso",17,2010,2,58,2006,,1,1,1,1,0,,,,,"rookie"
"Stanley Robinson","University of Connecticut",18,2010,,,2006,,1,1,1,0,,,,,,"draft"
"Robin Lopez","Stanford University",19,2008,1,15,2006,1.53,1,1,1,1,1,,,1,,"good"
"Lance Thomas","Duke University",20,,,,2006,,1,1,0,,,,,,,"college"
"Mike Conley","Ohio State University",21,2007,1,4,2006,2.53,1,1,1,1,1,,,,1,"great"
"Duke Crews","University of Tennessee",22,,,,2006,,1,1,0,,,,,,,"college"
"Paul Harris","Syracuse University",23,,,,2006,,1,1,0,,,,,,,"college"
"Earl Clark","University of Louisville",24,2009,1,14,2006,,1,1,1,1,1,,,,,"other"
"Brian Zoubek","Duke University",25,,,,2006,,1,1,0,,,,,,,"college"
"DaJuan Summers","Georgetown University",26,2009,2,35,2006,,1,1,1,1,1,,,,,"other"
"Quincy Pondexter","University of Washington",27,2010,1,26,2006,0.6,1,1,1,1,1,,,1,,"good"
"Jon Scheyer","Duke University",28,,,,2006,,1,1,0,,,,,,,"college"
"D.J. Augustin","University of Texas at Austin",29,2008,1,9,2006,0.23,1,1,1,1,1,,,1,,"good"
"Curtis Kelly","Kansas State University",30,,,,2006,,1,1,0,,,,,,,"college"
"David Lighty","Ohio State University",31,,,,2006,,1,1,0,,,,,,,"college"
"Deshawn Sims","University of Michigan",32,,,,2006,,1,1,0,,,,,,,"college"
"Ramar Smith","University of Tennessee",33,,,,2006,,1,1,0,,,,,,,"college"
"Raymar Morgan","Michigan State University",34,,,,2006,,1,1,0,,,,,,,"college"
"Obi Muonelo","Oklahoma State University",35,,,,2006,,1,1,0,,,,,,,"college"
"Jerome Dyson","University of Connecticut",36,,,,2006,,1,1,0,,,,,,,"college"
"Scottie Reynolds","Villanova University",37,,,,2006,,1,1,0,,,,,,,"college"
"James Keefe","University of California, Los Angeles",38,,,,2006,,1,1,0,,,,,,,"college"
"Alex Stepheson","",39,,,,2006,,1,0,,,,,,,,"highSchool"
"Davon Jefferson","University of Southern California",40,,,,2006,,1,1,0,,,,,,,"college"
"Willie Kemp","University of Memphis",41,,,,2006,,1,1,0,,,,,,,"college"
"Jason Bennett","University of Detroit Mercy",42,,,,2006,,1,1,0,,,,,,,"college"
"Deon Thompson","University of North Carolina",43,,,,2006,,1,1,0,,,,,,,"college"
"Mike Jones","Syracuse University",44,,,,2006,,1,1,0,,,,,,,"college"
"Jerry Smith","University of Louisville",45,,,,2006,,1,1,0,,,,,,,"college"
"Taj Gibson","University of Southern California",46,2009,1,26,2006,1,1,1,1,1,1,,,1,,"good"
"Tom Herzog","University of Central Florida",47,,,,2006,,1,1,0,,,,,,,"college"
"Patrick Christopher","University of California",47,,,,2006,,1,1,0,,,,,,,"college"
"Brian Carlwell","San Diego State University",49,,,,2006,,1,1,0,,,,,,,"college"
"Jamie Skeen","Virginia Commonwealth University",50,,,,2006,,1,1,0,,,,,,,"college"
"Jon Kreft","Florida State University",51,,,,2006,,1,1,0,,,,,,,"college"
"Derrick Jasper","University of Nevada, Las Vegas",52,,,,2006,,1,1,0,,,,,,,"college"
"Mike Washington","University of Arkansas",53,,,,2006,,1,1,0,,,,,,,"college"
"Wayne Chism","University of Tennessee",54,,,,2006,,1,1,0,,,,,,,"college"
"Edgar Sosa","University of Louisville",55,,,,2006,,1,1,0,,,,,,,"college"
"Doug Wiggins","University of Connecticut",55,,,,2006,,1,1,0,,,,,,,"college"
"Jodie Meeks","University of Kentucky",57,2009,2,41,2006,1.1,1,1,1,1,1,,,1,,"good"
"Perry Stevenson","University of Kentucky",57,,,,2006,,1,1,0,,,,,,,"college"
"Anthony Gurley","University of Massachusetts Amherst",59,,,,2006,,1,1,0,,,,,,,"college"
"Marreese Speights","University of Florida",60,2008,1,16,2006,-0.3,1,1,1,1,1,,,1,,"good"
"Tyler Smith","University of Tennessee",60,,,,2006,,1,1,0,,,,,,,"college"
"Jason Bohannon","University of Wisconsin",62,,,,2006,,1,1,0,,,,,,,"college"
"Bryan Davis","Texas A&M University",63,,,,2006,,1,1,0,,,,,,,"college"
"Hasheem Thabeet","University of Connecticut",64,2009,1,2,2006,,1,1,1,1,1,,,,,"other"
"Matt Bouldin","Gonzaga University",65,,,,2006,,1,1,0,,,,,,,"college"
"Jamil Tucker","University of Virginia",66,,,,2006,,1,1,0,,,,,,,"college"
"Isaiah Dahlman","Michigan State University",67,,,,2006,,1,1,0,,,,,,,"college"
"Keith Clark","University of Oklahoma",67,,,,2006,,1,1,0,,,,,,,"college"
"Tweety Carter","Baylor University",69,,,,2006,,1,1,0,,,,,,,"college"
"Nigel Munson","Virginia Polytechnic Institute and State University",70,,,,2006,,1,1,0,,,,,,,"college"
"Phil Nelson","Portland State University",71,,,,2006,,1,1,0,,,,,,,"college"
"Pierre Niles","University of Memphis",72,,,,2006,,1,1,0,,,,,,,"college"
"Eugene Harvey","Seton Hall University",73,,,,2006,,1,1,0,,,,,,,"college"
"Mamadou Diarra","University of Southern California",74,,,,2006,,1,1,0,,,,,,,"college"
"Antonio Pena","Villanova University",75,,,,2006,,1,1,0,,,,,,,"college"
"Patrick Beverley","University of Arkansas",76,2009,2,42,2006,1.78,1,1,1,1,1,,,1,,"good"
"Jarvis Varnado","Mississippi State University",77,2010,2,41,2006,,1,1,1,1,1,,,,,"other"
"Marques Johnson","Georgia State University",78,,,,2006,,1,1,0,,,,,,,"college"
"William Graves","University of North Carolina",79,,,,2006,,1,1,0,,,,,,,"college"
"Adrian Oliver","San Jose State University",80,,,,2006,,1,1,0,,,,,,,"college"
"Leon Freeman","",81,,,,2006,,1,0,,,,,,,,"highSchool"
"Dexter Pittman","University of Texas at Austin",82,2010,2,32,2006,,1,1,1,1,1,,,,,"other"
"Luke Harangody","University of Notre Dame",83,2010,2,52,2006,,1,1,1,1,1,,,,,"other"
"Doneal Mack","University of Memphis",84,,,,2006,,1,1,0,,,,,,,"college"
"Josue Soto","Florida International University",85,,,,2006,,1,1,0,,,,,,,"college"
"Jeff Allen","Virginia Polytechnic Institute and State University",86,,,,2006,,1,1,0,,,,,,,"college"
"Jonathan Mitchell","Rutgers University",87,,,,2006,,1,1,0,,,,,,,"college"
"Trevon Hughes","University of Wisconsin",88,,,,2006,,1,1,0,,,,,,,"college"
"Taylor Harrison","University of California",89,,,,2006,,1,1,0,,,,,,,"college"
"Donald Sloan","Texas A&M University",90,,,,2006,,1,1,0,,,,,,,"college"
"Gilbert Brown","University of Pittsburgh",91,,,,2006,,1,1,0,,,,,,,"college"
"Solomon Tat","University of Virginia",92,,,,2006,,1,1,0,,,,,,,"college"
"Greivis Vasquez","University of Maryland",93,2010,1,28,2006,0.57,1,1,1,1,1,,,1,,"good"
"Jeremy Mayfield","University of Alabama at Birmingham",94,,,,2006,,1,1,0,,,,,,,"college"
"Dan Werner","University of Florida",94,,,,2006,,1,1,0,,,,,,,"college"
"Cameron Tatum","University of Tennessee",96,,,,2006,,1,1,0,,,,,,,"college"
"Hamady N'Diaye","Rutgers University",97,2010,2,56,2006,,1,1,1,1,1,,,,,"other"
"Daniel Deane","Oregon State University",97,,,,2006,,1,1,0,,,,,,,"college"
"Da'Sean Butler","West Virginia University",99,2010,,,2006,,1,1,1,0,,,,,,"draft"
"Adrion Graves","Xavier University",100,,,,2006,,1,1,0,,,,,,,"college"
"O.J. Mayo","University of Southern California",1,2008,1,3,2007,1.03,1,1,1,1,1,,,1,,"good"
"Kevin Love","University of California, Los Angeles",2,2008,1,5,2007,2.76,1,1,1,1,1,,,,1,"great"
"Eric Gordon","Indiana University",3,2008,1,7,2007,0.81,1,1,1,1,1,,,1,,"good"
"Michael Beasley","Kansas State University",4,2008,1,2,2007,-0.54,1,1,1,1,1,,1,,,"bad"
"Derrick Rose","University of Memphis",5,2008,1,1,2007,1.56,1,1,1,1,1,,,1,,"good"
"Kyle Singler","Duke University",6,2011,2,33,2007,0.47,1,1,1,1,1,,,1,,"good"
"Jerryd Bayless","University of Arizona",7,2008,1,11,2007,0.25,1,1,1,1,1,,,1,,"good"
"Donte Greene","Syracuse University",8,2008,1,28,2007,-0.2,1,1,1,1,1,,,1,,"good"
"J.J. Hickson","North Carolina State University",9,2008,1,19,2007,0,1,1,1,1,1,,,1,,"good"
"Patrick Patterson","University of Kentucky",10,2010,1,14,2007,1.22,1,1,1,1,1,,,1,,"good"
"Nick Calathes","University of Florida",11,2009,2,45,2007,,1,1,1,1,1,,,,,"other"
"Kosta Koufos","Ohio State University",12,2008,1,23,2007,1.6,1,1,1,1,1,,,1,,"good"
"DeAndre Jordan","Texas A&M University",13,2008,2,35,2007,2.86,1,1,1,1,1,,,,1,"great"
"Austin Freeman","Georgetown University",14,,,,2007,,1,1,0,,,,,,,"college"
"Anthony Randolph","Louisiana State University",15,2008,1,14,2007,,1,1,1,1,1,,,,,"other"
"Blake Griffin","University of Oklahoma",16,2009,1,1,2007,3.77,1,1,1,1,1,,,,1,"great"
"James Harden","Arizona State University",17,2009,1,3,2007,5.56,1,1,1,1,1,1,,,,"allstar"
"Nolan Smith","Duke University",18,2011,1,21,2007,,1,1,1,1,1,,,,,"other"
"Gani Lawal","Georgia Institute of Technology",19,2010,2,46,2007,,1,1,1,1,0,,,,,"rookie"
"Jonny Flynn","Syracuse University",20,2009,1,6,2007,-1,1,1,1,1,1,,1,,,"bad"
"Corey Fisher","Villanova University",21,,,,2007,,1,1,0,,,,,,,"college"
"Cole Aldrich","University of Kansas",22,2010,1,11,2007,,1,1,1,1,1,,,,,"other"
"E'Twaun Moore","Purdue University",23,2011,2,55,2007,0.22,1,1,1,1,1,,,1,,"good"
"Solomon Alabi","Florida State University",24,2010,2,50,2007,,1,1,1,1,1,,,,,"other"
"Jamelle Horne","University of Arizona",25,,,,2007,,1,1,0,,,,,,,"college"
"Corey Stokes","Villanova University",26,,,,2007,,1,1,0,,,,,,,"college"
"Taylor King","Villanova University",27,,,,2007,,1,1,0,,,,,,,"college"
"James Anderson","Oklahoma State University",28,2010,1,20,2007,-0.3,1,1,1,1,1,,,1,,"good"
"Gary Johnson","University of Texas at Austin",29,,,,2007,,1,1,0,,,,,,,"college"
"Durrell Summers","Michigan State University",30,,,,2007,,1,1,0,,,,,,,"college"
"Chris Wright","Georgetown University",31,,,,2007,,1,1,0,,,,,,,"college"
"Herb Pope","Seton Hall University",32,,,,2007,,1,1,0,,,,,,,"college"
"Jai Lucas","University of Texas at Austin",33,,,,2007,,1,1,0,,,,,,,"college"
"Austin Daye","Gonzaga University",34,2009,1,15,2007,,1,1,1,1,1,,,,,"other"
"Kalin Lucas","Michigan State University",35,,,,2007,,1,1,0,,,,,,,"college"
"DeJuan Blair","University of Pittsburgh",36,2009,2,37,2007,1.25,1,1,1,1,1,,,1,,"good"
"Lacedarius Dunn","Baylor University",37,,,,2007,,1,1,0,,,,,,,"college"
"Alex Legion","Florida International University",38,,,,2007,,1,1,0,,,,,,,"college"
"Chandler Parsons","University of Florida",39,2011,2,38,2007,2.5,1,1,1,1,1,,,,1,"great"
